# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun  8 13:48:33 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,default_flag,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,sy_dist,sy_disterr1,sy_disterr2
HIP 14810 c,HIP 14810,1,Radial Velocity,147.74700000000,0.02900000000,-0.02900000000,0,0.5490000000,0.0340000000,-0.0340000000,0,,,,,416.35730000,57.20940000,-57.20940000,0,Msini,0.156600,0.009900,-0.009900,0,50.48000000,0.11560000,-0.11510000
HIP 14810 d,HIP 14810,1,Radial Velocity,981.80000000000,6.90000000000,-6.90000000000,0,1.9400000000,0.1300000000,-0.1300000000,0,,,,,187.51970000,31.78300000,-31.78300000,0,Msini,0.185000,0.035000,-0.035000,0,50.48000000,0.11560000,-0.11510000
HIP 19976 b,HIP 19976,1,Radial Velocity,50.65905000000,0.06282000000,-0.07830000000,0,0.2340000000,0.0090000000,-0.0100000000,0,,,,,21.61233168,2.86045566,-5.08525451,0,Msini,0.304000,0.200000,-0.145000,0,40.27070000,0.04280000,-0.04270000
HIP 21152 b,HIP 21152,1,Imaging,22000.00000000000,11000.00000000000,-5800.00000000000,0,17.0000000000,5.0000000000,-4.0000000000,0,,,,,7627.88176800,1906.97044200,-1271.31362800,0,Mass,0.360000,0.370000,-0.250000,0,43.40730000,0.13110000,-0.13030000
HIP 29442 c,HD 42813,1,Radial Velocity,3.53795590000,0.00000820000,-0.00000820000,0,0.0451800000,0.0008200000,-0.0008200000,0,1.55100000,0.04500000,-0.04500000,0,4.50000000,0.32000000,-0.32000000,0,Mass,,,,,68.19200000,0.17720000,-0.17630000
HIP 29442 d,HD 42813,1,Radial Velocity,6.42957500000,0.00002600000,-0.00002600000,0,0.0673000000,0.0012000000,-0.0012000000,0,1.53800000,0.04900000,-0.04900000,0,5.14000000,0.41000000,-0.41000000,0,Mass,,,,,68.19200000,0.17720000,-0.17630000
HIP 34222 b,HIP 34222,1,Radial Velocity,159.98600000000,2.67530000000,-2.92560000000,0,0.4920000000,,,0,,,,,263.79757781,,,0,Msini,0.305000,,,0,22.83860000,0.02700000,-0.02690000
HIP 35173 b,HIP 35173,1,Radial Velocity,41.51600000000,0.07700000000,-0.07700000000,0,0.2170000000,0.0040000000,-0.0040000000,0,,,,,12.70000000,2.70000000,-2.70000000,0,Msini,0.160000,0.110000,-0.110000,0,33.15620000,0.06410000,-0.06380000
HIP 35965 b,HIP 35965,1,Radial Velocity,26125.56497000000,13613.39551000000,-10171.69978000000,0,15.8980000000,5.0590000000,-4.5060000000,0,,,,,2589.98368864,1374.29003187,-970.96578339,0,Mass,0.138000,0.107000,-0.087000,0,50.16770000,0.05220000,-0.05200000
HIP 38594 b,HIP 38594,1,Radial Velocity,60.72200000000,0.12200000000,-0.12200000000,0,0.2560000000,0.0030000000,-0.0030000000,0,,,,,8.10000000,1.70000000,-1.70000000,0,Msini,0.170000,0.110000,-0.110000,0,17.78860000,0.00950000,-0.00950000
HIP 38594 c,HIP 38594,1,Radial Velocity,3477.76800000000,229.00100000000,-229.00100000000,0,3.8050000000,0.1720000000,-0.1720000000,0,,,,,48.40000000,7.40000000,-7.40000000,0,Msini,0.160000,0.100000,-0.100000,0,17.78860000,0.00950000,-0.00950000
HIP 39017 b,HIP 39017,1,Imaging,31000.00000000000,19000.00000000000,-9500.00000000000,0,22.1000000000,8.0000000000,-8.0000000000,0,,,,,7500.75040520,2892.23850370,-2351.93021180,0,Mass,0.550000,0.350000,-0.390000,0,66.32170000,0.20470000,-0.20350000
HIP 41378 b,HIP 41378,1,Transit,15.57209800000,0.00001800000,-0.00001900000,0,,,,,,,,,,,,,,,,,,106.28900000,0.67600000,-0.66800000
HIP 41378 c,HIP 41378,1,Transit,31.70648000000,0.00024000000,-0.00019000000,0,,,,,,,,,,,,,,,,,,106.28900000,0.67600000,-0.66800000
HIP 41378 d,HIP 41378,1,Transit,1114.00000000000,,,1,,,,,,,,,,,,,,,,,,106.28900000,0.67600000,-0.66800000
HIP 41378 e,HIP 41378,1,Transit,,,,,,,,,,,,,,,,,,,,,,106.28900000,0.67600000,-0.66800000
HIP 41378 f,HIP 41378,1,Transit,1084.00000000000,,,1,,,,,,,,,,,,,,,,,,106.28900000,0.67600000,-0.66800000
HIP 4845 b,HIP 4845,1,Radial Velocity,34.15000000000,0.04600000000,-0.04600000000,0,0.1760000000,0.0070000000,-0.0070000000,0,,,,,14.40000000,3.00000000,-3.00000000,0,Msini,0.250000,0.140000,-0.140000,0,21.09740000,0.01780000,-0.01780000
HIP 48714 b,HIP 48714,1,Radial Velocity,17.81800000000,0.00200000000,-0.00200000000,0,0.1120000000,0.0010000000,-0.0010000000,0,,,,,22.90000000,2.80000000,-2.80000000,0,Msini,0.500000,0.080000,-0.080000,0,10.52980000,0.00430000,-0.00430000
HIP 5158 b,HIP 5158,1,Radial Velocity,345.72000000000,5.37000000000,-5.37000000000,0,0.8900000000,,,0,,,,,451.00000000,,,0,Msini,0.520000,0.080000,-0.080000,0,51.60260000,0.10430000,-0.10390000
HIP 5158 c,HIP 5158,1,Radial Velocity,9017.76000000000,3180.74000000000,-3180.74000000000,0,7.7000000000,1.8800000000,-1.8800000000,0,,,,,4780.16320000,3353.10650000,-3353.10650000,0,Msini,0.140000,0.100000,-0.100000,0,51.60260000,0.10430000,-0.10390000
HIP 54373 b,HIP 54373,1,Radial Velocity,7.76000000000,0.00300000000,-0.00300000000,0,0.0630000000,0.0010000000,-0.0010000000,0,,,,,8.62000000,1.84000000,-1.84000000,0,Msini,0.200000,0.110000,-0.110000,0,18.71680000,0.01640000,-0.01640000
HIP 54373 c,HIP 54373,1,Radial Velocity,15.14400000000,0.00800000000,-0.00800000000,0,0.0990000000,0.0020000000,-0.0020000000,0,,,,,12.44000000,2.11000000,-2.11000000,0,Msini,0.200000,0.120000,-0.120000,0,18.71680000,0.01640000,-0.01640000
HIP 54597 b,HIP 54597,1,Radial Velocity,3274.00000000000,47.00000000000,-46.00000000000,0,4.0000000000,0.1000000000,-0.1000000000,0,,,,,762.78817680,127.13136280,-63.56568140,0,Mass,0.030000,0.030000,-0.020000,0,39.74290000,0.06640000,-0.06630000
HIP 55507 b,HIP 55507,1,Radial Velocity,5138.43727000000,887.26948000000,-529.24741000000,0,5.0620000000,0.5960000000,-0.4670000000,0,,,,,2585.53409095,792.02839024,-546.34703163,0,Mass,0.362000,0.124000,-0.195000,0,25.48930000,0.02570000,-0.02560000
HIP 56640 b,HIP 56640,1,Radial Velocity,2675.57603000000,183.35403000000,-108.29793000000,0,4.5500000000,0.2210000000,-0.1500000000,0,,,,,2151.69831539,590.84300861,-385.52585769,0,Mass,0.118000,0.062000,-0.076000,0,122.32400000,0.58700000,-0.58100000
HIP 57274 b,HIP 57274,1,Radial Velocity,8.13520000000,0.00400000000,-0.00400000000,0,0.0700000000,0.0000000000,0.0000000000,0,,,,,6.35660000,3.17830000,-3.17830000,0,Msini,0.190000,0.100000,-0.100000,0,25.86180000,0.03370000,-0.03350000
HIP 57274 c,HIP 57274,1,Radial Velocity,32.03000000000,0.02000000000,-0.02000000000,0,0.1780000000,,,0,,,,,130.00000000,3.00000000,-3.00000000,0,Msini,0.050000,0.020000,-0.020000,0,25.86180000,0.03370000,-0.03350000
HIP 57274 d,HIP 57274,1,Radial Velocity,431.70000000000,8.50000000000,-8.50000000000,0,1.0100000000,,,0,,,,,167.40000000,8.00000000,-8.00000000,0,Msini,0.270000,0.050000,-0.050000,0,25.86180000,0.03370000,-0.03350000
HIP 5763 b,HIP 5763,1,Radial Velocity,30.01400000000,0.15280000000,-0.28420000000,0,0.1700000000,,,0,,,,,162.09248757,,,0,Msini,0.054000,,,0,31.90430000,0.04200000,-0.04190000
HIP 63242 b,HIP 63242,1,Radial Velocity,124.60000000000,,,0,0.5650000000,,,0,,,,,2917.56000000,,,0,Msini,0.230000,,,0,156.45600000,0.69950000,-0.69950000
HIP 65 A b,HIP 65 A,1,Transit,0.98097340000,0.00000310000,-0.00000310000,0,0.0178200000,0.0002000000,-0.0002100000,0,22.75427000,6.83749000,-5.49241000,0,1021.18779000,24.79074000,-24.79074000,0,Mass,0.000000,,,0,61.78560000,0.08060000,-0.08040000
HIP 65407 b,HIP 65407,1,Radial Velocity,28.12500000000,0.01900000000,-0.01900000000,0,0.1770000000,0.0050000000,-0.0050000000,0,,,,,136.03124000,10.17056000,-10.17056000,0,Msini,0.140000,0.070000,-0.070000,0,61.78040000,0.10650000,-0.10620000
HIP 65407 c,HIP 65407,1,Radial Velocity,67.30000000000,0.08000000000,-0.08000000000,0,0.3160000000,0.0080000000,-0.0080000000,0,,,,,249.17872000,17.16282000,-17.16282000,0,Msini,0.120000,0.040000,-0.040000,0,61.78040000,0.10650000,-0.10620000
HIP 65426 b,HIP 65426,1,Imaging,,,,,92.0000000000,,,0,16.81350000,1.12090000,-1.12090000,0,2860.47000000,953.49000000,-953.49000000,0,Mass,,,,,108.87500000,0.75300000,-0.74200000
HIP 65891 b,HIP 65891,1,Radial Velocity,1079.55726000000,20.64275000000,-18.39667000000,0,2.7940000000,0.0930000000,-0.0980000000,0,,,,,1871.37366042,240.59610410,-89.94543918,0,Mass,0.128000,0.040000,-0.036000,0,150.29200000,0.65000000,-0.64400000
HIP 66074 b,HIP 66074,1,Astrometry,310.90000000000,21.70000000000,-17.70000000000,0,0.7990000000,0.0350000000,-0.0350000000,0,,,,,1589.14203500,635.65681400,-635.65681400,0,Mass,0.948000,0.004000,-0.004000,0,35.44380000,0.02610000,-0.02600000
HIP 67522 b,HIP 67522,1,Transit,6.95947310000,0.00000220000,-0.00000220000,0,0.0748000000,0.0016000000,-0.0018000000,0,9.98720180,0.23538859,-0.22417961,0,,,,,,0.064000,0.187000,-0.049000,0,127.28000000,1.10500000,-1.08700000
HIP 67522 c,HIP 67522,1,Transit,14.33489200000,0.00001200000,-0.00001200000,0,0.1228000000,0.0042000000,-0.0053000000,0,7.93595834,0.34747840,-0.35868738,0,,,,,,0.077000,0.195000,-0.056000,0,127.28000000,1.10500000,-1.08700000
HIP 67537 b,HIP 67537,1,Radial Velocity,2523.64713000000,240.39054000000,-94.43206000000,0,4.8070000000,0.3130000000,-0.1510000000,0,,,,,4309.11754211,1608.84739623,-757.70292229,0,Mass,0.586000,0.039000,-0.030000,0,116.04600000,0.65000000,-0.65000000
HIP 67851 b,HIP 67851,1,Radial Velocity,89.23000000000,0.06000000000,-0.06000000000,0,0.4200000000,0.0002000000,-0.0002000000,0,,,,,365.50266805,12.71313628,-12.71313628,0,Msini,0.130000,0.040000,-0.040000,0,64.11810000,0.17480000,-0.17480000
HIP 67851 c,HIP 67851,1,Radial Velocity,3128.41000000000,52.09000000000,-47.13000000000,0,4.5500000000,0.0500000000,-0.0500000000,0,,,,,1579.60718279,69.92224954,-66.74396547,0,Msini,0.300000,0.030000,-0.030000,0,64.11810000,0.17480000,-0.17480000
HIP 70849 b,HIP 70849,1,Radial Velocity,3649.00000000000,18.00000000000,-18.00000000000,0,3.9900000000,0.0600000000,-0.0700000000,0,,,,,1430.22783150,127.13136280,-95.34852210,0,Mass,0.650000,0.020000,-0.010000,0,24.05720000,0.02475000,-0.02475000
HIP 71135 b,HIP 71135,1,Radial Velocity,87.19000000000,0.38100000000,-0.38100000000,0,0.3350000000,0.0070000000,-0.0070000000,0,,,,,18.80000000,4.10000000,-4.10000000,0,Msini,0.210000,0.130000,-0.130000,0,32.33110000,0.05210000,-0.05190000
HIP 74890 b,HIP 74890,1,Radial Velocity,822.30000000000,16.80000000000,-16.80000000000,0,2.1000000000,0.0900000000,-0.0900000000,0,,,,,762.79200000,95.34900000,-95.34900000,0,Msini,0.070000,0.070000,-0.070000,0,78.65620000,0.25600000,-0.25600000
HIP 75092 b,HIP 75092,1,Radial Velocity,926.40000000000,12.80000000000,-12.80000000000,0,2.0200000000,0.0200000000,-0.0200000000,0,,,,,568.91284853,47.67426105,-47.67426105,0,Msini,0.420000,0.100000,-0.100000,0,81.66960000,0.41480000,-0.41070000
HIP 77900 b,HIP 77900,1,Imaging,,,,,3319.0000000000,28.0000000000,-28.0000000000,0,,,,,6674.39654700,317.82840700,-317.82840700,0,Mass,,,,,150.86200000,2.74350000,-2.74350000
HIP 78530 b,HIP 78530,1,Imaging,,,,,740.0000000000,60.0000000000,-60.0000000000,0,,,,,7300.00000000,300.00000000,-300.00000000,0,Mass,,,,,136.75900000,1.49300000,-1.46200000
HIP 79098 AB b,HIP 79098 AB,1,Imaging,,,,,345.0000000000,6.0000000000,-6.0000000000,0,,,,,6515.51500000,1430.23500000,-1430.23500000,0,Mass,,,,,145.79800000,2.56200000,-2.47600000
HIP 79431 b,HIP 79431,1,Radial Velocity,111.70000000000,0.70000000000,-0.70000000000,0,0.3600000000,,,0,,,,,667.41500000,,,0,Msini,0.290000,0.020000,-0.020000,0,14.53240000,0.02590000,-0.02590000
HIP 81208 C b,HIP 81208 C,1,Imaging,104100.00000000000,107260.00000000000,-40934.00000000000,0,23.0400000000,13.8800000000,-6.5500000000,0,,,,,4703.86042360,127.13136280,-127.13136280,0,Mass,,,,,147.53300000,1.48300000,-1.45400000
HIP 8152 b,HIP 8152,1,Transit,10.75101400000,0.00005500000,-0.00005500000,0,0.0930000000,0.0020000000,-0.0020000000,0,2.53625843,0.15691518,-0.13542085,0,8.90000000,1.70000000,-1.70000000,0,Mass,0.000000,,,0,101.69400000,0.42100000,-0.41700000
HIP 8152 c,HIP 8152,1,Transit,19.60562000000,0.00025000000,-0.00025000000,0,0.1390000000,0.0030000000,-0.0020000000,0,2.52442508,0.14962921,-0.14078921,0,10.70000000,2.10000000,-2.20000000,0,Mass,0.200000,0.100000,-0.100000,0,101.69400000,0.42100000,-0.41700000
HIP 8541 b,HIP 8541,1,Radial Velocity,1852.14387000000,215.24662000000,-117.31046000000,0,3.7290000000,0.3000000000,-0.1680000000,0,,,,,2451.72833160,602.28483126,-32.73632592,0,Mass,0.360000,0.060000,-0.047000,0,155.12100000,0.63800000,-0.63400000
HIP 86221 b,HIP 86221,1,Radial Velocity,2.22400000000,0.00040000000,-0.00050000000,0,0.0310000000,,,0,,,,,225.65816897,,,0,Msini,0.086000,,,0,29.48980000,2.21962000,-2.21962000
HIP 90988 b,HIP 90988,1,Radial Velocity,455.73816000000,2.11413000000,-1.88939000000,0,1.3600000000,0.0260000000,-0.0270000000,0,,,,,668.07531151,25.10844415,-27.01541459,0,Msini,0.081000,0.042000,-0.043000,0,94.03490000,0.38840000,-0.38530000
HIP 91258 b,HIP 91258,1,Radial Velocity,5.05050000000,0.00150000000,-0.00150000000,0,0.0600000000,0.0000000000,0.0000000000,0,,,,,346.43470000,66.74430000,-66.74430000,0,Msini,0.020000,0.010000,-0.010000,0,45.88460000,0.06610000,-0.06600000
HIP 94235 b,HIP 94235,1,Transit,7.71305700000,0.00002100000,-0.00002100000,0,0.0787000000,0.0005600000,-0.0001700000,0,3.00000000,0.32000000,-0.28000000,0,379.00000000,,,1,Mass,0.320000,0.200000,-0.200000,0,58.51460000,0.12630000,-0.12580000
HIP 948 b,HIP 948,1,Radial Velocity,24955.45756000000,8914.75178000000,-10015.46337000000,0,15.0370000000,3.3150000000,-4.4640000000,0,,,,,6547.26518420,3132.51677939,-2705.67322879,0,Mass,0.230000,0.161000,-0.110000,0,34.85230000,0.05820000,-0.05810000
HIP 9618 b,HIP 9618,1,Transit,20.77285800000,0.00004700000,-0.00004700000,0,0.1450000000,0.0030000000,-0.0030000000,0,3.82838127,0.10440228,-0.08816578,0,8.30000000,1.70000000,-1.70000000,1,Mass,0.000000,,,0,67.54780000,0.15660000,-0.15590000
HIP 9618 c,HIP 9618,1,Transit,52.56363000000,0.00016000000,-0.00016000000,0,0.2690000000,0.0050000000,-0.0050000000,0,3.42855926,0.09718640,-0.08596176,0,7.00000000,,,1,Mass,0.000000,,,0,67.54780000,0.15660000,-0.15590000
HIP 97166 b,HIP 97166,1,Transit,10.28891400000,0.00000640000,-0.00000640000,0,0.0910000000,0.0020000000,-0.0020000000,0,2.48013380,0.07271432,-0.05203142,0,19.10000000,1.60000000,-1.50000000,0,Mass,0.290000,0.072000,-0.072000,0,65.95010000,0.10140000,-0.10120000
HIP 97166 c,HIP 97166,1,Radial Velocity,16.43200000000,0.04100000000,-0.04100000000,0,0.1240000000,0.0020000000,-0.0020000000,0,,,,,8.00000000,1.60000000,-1.60000000,0,Msini,0.000000,,,0,65.95010000,0.10140000,-0.10120000
HIP 97233 b,HIP 97233,1,Radial Velocity,1062.26506000000,8.80710000000,-9.63078000000,0,2.4910000000,0.0490000000,-0.0510000000,0,,,,,6098.17364511,1157.84888670,-102.97640387,0,Mass,0.630000,0.044000,-0.042000,0,102.27500000,0.40700000,-0.40400000
HIP 99770 b,HIP 99770,1,Imaging,18600.00000000000,6200.00000000000,-2800.00000000000,0,16.9000000000,3.4000000000,-1.9000000000,0,,,,,5117.03735270,1716.27339780,-1589.14203500,0,Mass,0.250000,0.140000,-0.160000,0,40.07650000,0.28470000,-0.28070000
HN Lib b,HN Lib,1,Radial Velocity,36.11600000000,0.02700000000,-0.02900000000,0,0.1417000000,0.0023000000,-0.0023000000,0,,,,,5.46000000,0.75000000,-0.75000000,0,Msini,0.079000,0.090000,-0.055000,0,6.24442000,0.00445500,-0.00445500
HN Peg b,HN Peg,1,Imaging,,,,,773.0000000000,13.0000000000,-13.0000000000,0,11.77680000,1.52663000,-0.65427000,0,6991.57000000,2996.39000000,-2996.39000000,0,Mass,,,,,18.11860000,0.02010000,-0.02010000
HR 2562 b,HR 2562,1,Imaging,,,,,27.0000000000,3.0000000000,-3.0000000000,0,,,,,4195.33497240,1668.59913675,-1668.59913675,0,Mass,,,,,34.00710000,0.04800000,-0.04780000
HR 5183 b,HR 5183,1,Radial Velocity,27000.00000000000,16000.00000000000,-8000.00000000000,0,18.0000000000,6.0000000000,-4.0000000000,0,,,,,1026.59090000,47.67450000,-44.49620000,0,Msini,0.840000,0.040000,-0.040000,0,31.46070000,0.03900000,-0.03890000
HR 810 b,HR 810,1,Radial Velocity,302.79999000000,2.30000000000,-2.30000000000,0,0.9200000000,0.0200000000,-0.0200000000,0,,,,,721.47410000,79.45750000,-79.45750000,0,Msini,0.140000,0.130000,-0.130000,0,17.31810000,0.01620000,-0.01620000
HR 858 b,HR 858,1,Transit,3.58528700000,0.00000900000,-0.00001200000,0,0.0488800000,0.0006600000,-0.0006600000,0,2.00400000,0.04500000,-0.04700000,0,3.55000000,0.94000000,-0.96000000,0,Mass,0.000000,,,0,31.96400000,0.07220000,-0.07200000
HR 858 c,HR 858,1,Transit,5.97386500000,0.00001500000,-0.00001600000,0,0.0687000000,0.0009200000,-0.0009200000,0,1.97900000,0.05400000,-0.05100000,0,3.80000000,,,1,Mass,0.000000,,,0,31.96400000,0.07220000,-0.07200000
HR 858 d,HR 858,1,Transit,11.23051100000,0.00004300000,-0.00004500000,0,0.1046000000,0.0014000000,-0.0014000000,0,2.00100000,0.06300000,-0.06400000,0,7.10000000,1.60000000,-1.60000000,0,Mass,0.000000,,,0,31.96400000,0.07220000,-0.07200000
HR 8799 b,HR 8799,1,Imaging,170000.00000000000,,,0,68.0000000000,,,0,13.00000000,1.00000000,-1.00000000,0,2000.00000000,1000.00000000,-600.00000000,0,Mass,,,,,41.24410000,0.15150000,-0.15050000
HR 8799 c,HR 8799,1,Imaging,69000.00000000000,,,0,38.0000000000,,,0,13.00000000,1.00000000,0.00000000,0,3000.00000000,1000.00000000,-1000.00000000,0,Mass,,,,,41.24410000,0.15150000,-0.15050000
HR 8799 d,HR 8799,1,Imaging,37000.00000000000,,,0,24.0000000000,,,0,13.00000000,1.00000000,0.00000000,0,3000.00000000,1000.00000000,-1000.00000000,0,Mass,,,,,41.24410000,0.15150000,-0.15050000
HR 8799 e,HR 8799,1,Imaging,,,,,16.4000000000,2.1000000000,-1.1000000000,0,13.11453000,1.45717000,-1.23299000,0,3178.30000000,2224.81000000,-1271.32000000,0,Mass,0.150000,0.080000,-0.080000,0,41.24410000,0.15150000,-0.15050000
HS Psc b,HS Psc,1,Radial Velocity,3.98600000000,0.04400000000,-0.00300000000,0,0.0435000000,0.0017000000,-0.0017000000,0,,,,,464.02947422,177.98390792,-139.84449908,0,Msini,0.270000,0.210000,-0.270000,0,37.66040000,0.09950000,-0.09890000
HU Aqr AB b,HU Aqr,1,Eclipse Timing Variations,2390.00000000000,4.00000000000,-4.00000000000,0,3.6000000000,0.8000000000,-0.8000000000,0,,,,,1875.19700000,190.69800000,-190.69800000,0,Msin(i)/sin(i),0.000000,,,0,,,
HU Aqr AB c,HU Aqr,1,Eclipse Timing Variations,4368.00000000000,515.00000000000,-515.00000000000,0,5.4000000000,0.9000000000,-0.9000000000,0,,,,,1430.23500000,158.91500000,-158.91500000,0,Msin(i)/sin(i),0.510000,0.150000,-0.150000,0,,,
IC 4651 9122 b,IC 4651 9122,1,Radial Velocity,734.00000000000,8.10000000000,-8.10000000000,0,2.0380000000,0.0390000000,-0.0390000000,0,,,,,2002.32900000,158.91500000,-158.91500000,0,Msini,0.180000,0.090000,-0.090000,0,859.32400000,31.98900000,-31.98900000
IRAS 04125+2902 b,IRAS 04125+2902,1,Transit,8.83497800000,0.00002800000,-0.00002800000,0,0.0770000000,0.0069000000,-0.0100000000,0,10.73820351,0.86309151,-0.84067355,0,,,,,,,,,,159.24400000,1.71100000,-1.67500000
ITG 15 b,ITG 15 A,1,Imaging,,,,,435.0000000000,4.0000000000,-4.0000000000,0,,,,,6674.39654700,635.65681400,-953.48522100,0,Mass,,,,,136.37000000,2.11300000,-2.05200000
K2-10 b,K2-10,1,Transit,19.30440000000,0.00120000000,-0.00120000000,0,,,,,3.84000000,0.35000000,-0.34000000,0,27.00000000,17.00000000,-16.00000000,0,Mass,0.310000,0.160000,-0.180000,0,272.36000000,3.11200000,-3.04400000
K2-100 b,K2-100,1,Transit,1.67390350000,0.00000040000,-0.00000040000,0,0.0301000000,0.0014000000,-0.0014000000,0,3.88000000,0.16000000,-0.16000000,0,21.80000000,6.20000000,-6.20000000,0,Mass,0.000000,,,0,188.95900000,2.47100000,-2.41000000
K2-101 b,K2-101,1,Transit,14.67624290000,0.00002010000,-0.00002030000,0,0.1124000000,0.0095000000,-0.0239000000,0,2.00000000,0.14000000,-0.07000000,0,,,,,,,,,,188.33000000,2.12800000,-2.08200000
K2-102 b,K2-102,1,Transit,9.91561500000,0.00120900000,-0.00119500000,0,,,,,1.30000000,0.10000000,-0.10000000,0,,,,,,0.100000,0.160000,-0.070000,0,188.17500000,2.06500000,-2.02200000
K2-104 b,K2-104,1,Transit,1.97419540000,0.00000240000,-0.00000240000,0,0.0242000000,0.0022000000,-0.0055000000,0,1.79000000,0.10000000,-0.06000000,0,,,,,,,,,,189.28900000,3.99600000,-3.83700000
K2-105 b,K2-105,1,Transit,8.26699280000,0.00000700000,-0.00000670000,0,0.0833000000,0.0039000000,-0.0116000000,0,3.59000000,0.11000000,-0.07000000,0,,,,,,,,,,197.98900000,1.55500000,-1.53000000
K2-107 b,K2-107,1,Transit,3.31395900000,0.00002400000,-0.00002400000,0,0.0475000000,0.0006000000,-0.0006000000,0,15.98000000,0.55000000,-0.55000000,0,,,,,,,,,,685.20000000,20.50200000,-19.36400000
K2-108 b,K2-108,1,Transit,4.73399900000,0.00022100000,-0.00022700000,0,0.0581000000,0.0009000000,-0.0009000000,0,5.33000000,0.21000000,-0.21000000,0,,,,,,,,,,477.29500000,10.09400000,-9.69200000
K2-11 b,K2-11,1,Transit,39.93767000000,0.23229000000,-0.23229000000,0,0.2257000000,0.0143000000,-0.0143000000,0,7.55000000,9.33000000,-9.33000000,0,,,,,,,,,,329.30900000,2.68200000,-2.64100000
K2-110 b,K2-110,1,Transit,13.86375000000,0.00026000000,-0.00026000000,0,0.1020700000,0.0008300000,-0.0008300000,0,2.59200000,0.09800000,-0.09700000,0,15.90000000,2.70000000,-2.70000000,0,Mass,0.130000,,,1,116.47400000,0.43100000,-0.42700000
K2-111 b,K2-111,1,Transit,5.35180000000,0.00040000000,-0.00040000000,0,0.0565000000,0.0004500000,-0.0004500000,0,1.82000000,0.11000000,-0.09000000,0,5.58000000,0.74000000,-0.73000000,0,Mass,0.100000,,,1,200.39400000,2.76300000,-2.69000000
K2-111 c,K2-111,1,Radial Velocity,15.68050000000,0.00640000000,-0.00640000000,0,0.1156900000,0.0009400000,-0.0009400000,0,,,,,11.08000000,1.03000000,-1.03000000,0,Msini,0.071000,,,1,200.39400000,2.76300000,-2.69000000
K2-113 b,K2-113,1,Transit,5.81768500000,0.00004100000,-0.00004100000,0,0.0642000000,0.0009000000,-0.0009000000,0,12.14000000,0.35000000,-0.35000000,0,,,,,,,,,,635.72200000,13.43000000,-13.43000000
K2-114 b,K2-114,1,Transit,11.39093100000,0.00000310000,-0.00000320000,0,0.0944000000,0.0013000000,-0.0011000000,0,10.59248676,0.32506044,-0.31385146,0,638.83509807,38.13940884,-38.13940884,0,Mass,0.079000,0.030000,-0.030000,0,475.75800000,8.25200000,-7.98000000
K2-115 b,K2-115,1,Transit,20.27299140000,0.00000500000,-0.00000500000,0,0.1415000000,0.0020000000,-0.0024000000,0,11.80305668,0.33626942,-0.31385146,0,321.00669107,69.92224954,-73.10053361,0,Mass,0.063000,0.061000,-0.042000,0,413.59100000,4.31200000,-4.22500000
