# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Jun  7 09:08:16 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_orbperstr < 1
# CONSTRAINT:  and pl_radestr not null
# CONSTRAINT:  and st_teffstr not null
# CONSTRAINT:  and st_radstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_jmagerr1:    J (2MASS) Magnitude Upper Unc
# COLUMN sy_jmagerr2:    J (2MASS) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,default_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-1932 b,Kepler-1932,1,0.52417701500,,,0,,,,,1.51482218,,,0,,,,,,,,,,,,,,,,,,5278.00,73.00,-84.00,0,0.815000,0.080000,-0.029000,0,0.911000,0.033000,-0.060000,0,0.1400,0.1500,-0.1500,0,4.576000,0.015000,-0.090000,0,713.73300000,13.17800000,-12.71700000,15.2860000,0.0920000,-0.0920000,13.6850000,0.0250000,-0.0250000,13.1490000,0.0320000,-0.0320000,15.0331000,0.0005750,-0.0005750
Kepler-990 c,Kepler-990,1,0.53835430800,0.00000067500,-0.00000067500,0,,,,,1.53000000,0.35000000,-0.19000000,0,,,,,,,,,,,,,,,,,,5948.00,211.07,-213.60,0,1.080000,0.269000,-0.142000,0,1.050000,0.122000,-0.087000,0,0.0100,0.1340,-0.1730,0,4.390000,0.095000,-0.162000,0,802.16300000,12.30400000,-12.30400000,14.7160000,0.1500000,-0.1500000,13.3620000,0.0260000,-0.0260000,12.9280000,,,14.4949000,0.0003240,-0.0003240
Kepler-1566 b,Kepler-1566,1,0.53991523800,0.00000135400,-0.00000135400,0,,,,,0.79000000,0.08000000,-0.05000000,0,,,,,,,,,,,,,,,,,,5254.00,97.81,-89.64,0,0.810000,0.057000,-0.050000,0,0.840000,0.044000,-0.046000,0,-0.0700,0.1440,-0.1600,0,4.560000,0.038000,-0.070000,0,466.58600000,3.69750000,-3.69750000,14.5640000,0.0690000,-0.0690000,12.9460000,0.0190000,-0.0190000,12.4350000,0.0280000,-0.0280000,14.3122000,0.0002360,-0.0002360
TOI-500 b,TOI-500,1,0.54817700000,0.00001900000,-0.00001900000,0,0.0118900000,0.0004100000,-0.0004000000,0,1.16600000,0.06100000,-0.05800000,0,1.42000000,0.18000000,-0.18000000,0,0.063000,0.073000,-0.044000,0,1138.0000,123.0000,-112.0000,0,1617.00,41.00,-41.00,0,K6 V,4440.00,100.00,-100.00,0,0.678000,0.016000,-0.016000,0,0.740000,0.017000,-0.017000,0,0.1200,0.0800,-0.0800,0,4.618000,0.017000,-0.017000,0,47.39240000,0.04730000,-0.04730000,10.5400000,0.0300000,-0.0300000,8.4030000,0.0240000,-0.0240000,7.7150000,0.0260000,-0.0260000,10.1026000,0.0003080,-0.0003080
TOI-1807 b,TOI-1807,1,0.54937097000,0.00000072000,-0.00000072000,0,0.0122000000,0.0002000000,-0.0002000000,0,1.49681583,0.08089145,-0.06779467,0,2.44000000,0.60000000,-0.57000000,0,0.000000,,,0,,,,,1694.10,32.35,-32.47,0,,4914.00,60.00,-58.00,0,0.746000,0.020600,-0.021100,0,0.804800,0.023100,-0.025800,0,0.0440,0.0880,-0.0950,0,4.598000,0.016000,-0.024000,0,42.57750000,0.06220000,-0.06200000,10.0000000,0.0300000,-0.0300000,8.1030000,0.0230000,-0.0230000,7.5680000,9.9950000,-9.9950000,9.6751700,0.0002920,-0.0002920
Kepler-1873 b,Kepler-1873,1,0.55884200300,,,0,,,,,1.62573811,,,0,,,,,,,,,,,,,,,,,,5151.00,154.00,-138.00,0,0.792000,0.106000,-0.053000,0,0.903000,0.046000,-0.092000,0,0.2100,0.2000,-0.3000,0,4.592000,0.024000,-0.102000,0,820.95700000,26.23350000,-26.23350000,15.8890000,0.0580000,-0.0580000,14.1490000,0.0230000,-0.0230000,13.5690000,0.0410000,-0.0410000,15.6097000,0.0006340,-0.0006340
Kepler-828 b,Kepler-828,1,0.56785713600,0.00000044400,-0.00000044400,0,,,,,1.51000000,0.08000000,-0.11000000,0,,,,,,,,,,,,,,,,,,5039.00,50.73,-59.50,0,0.770000,0.039000,-0.040000,0,0.810000,0.037000,-0.045000,0,-0.0200,0.1640,-0.1750,0,4.580000,0.027000,-0.049000,0,575.32200000,6.57500000,-6.43000000,15.3740000,0.1830000,-0.1830000,13.5860000,0.0220000,-0.0220000,12.9920000,0.0270000,-0.0270000,15.0441000,0.0003160,-0.0003160
Kepler-1317 b,Kepler-1317,1,0.56887442700,0.00000060100,-0.00000060100,0,,,,,1.56000000,0.09000000,-0.08000000,0,,,,,,,,,,,,,,,,,,5144.00,84.20,-69.20,0,0.790000,0.040000,-0.037000,0,0.830000,0.035000,-0.043000,0,-0.0100,0.1330,-0.1560,0,4.570000,0.027000,-0.052000,0,728.30300000,12.17150000,-12.17150000,15.0830000,0.1150000,-0.1150000,13.8220000,0.0250000,-0.0250000,13.3090000,0.0410000,-0.0410000,15.2339000,0.0004340,-0.0004340
K2-210 b,K2-210,1,0.57023000000,0.00003200000,-0.00003200000,0,,,,,0.86000000,0.20000000,-0.20000000,0,,,,,,,,,,,,,,,,,,5500.00,45.00,-45.00,0,0.890000,0.150000,-0.150000,0,,,,,0.0000,0.0200,-0.0200,0,4.600000,0.070000,-0.070000,0,176.51000000,1.85800000,-1.81900000,11.5350000,0.0430000,-0.0430000,10.3540000,0.0230000,-0.0230000,9.9150000,0.0190000,-0.0190000,11.5845000,0.0003900,-0.0003900
Kepler-1107 b,Kepler-1107,1,0.57103851800,0.00000042200,-0.00000042200,0,,,,,1.34000000,0.10000000,-0.08000000,0,,,,,,,,,,,,,,,,,,5268.00,104.99,-126.81,0,0.820000,0.056000,-0.044000,0,0.860000,0.043000,-0.046000,0,0.0100,0.1480,-0.1620,0,4.550000,0.033000,-0.066000,0,428.79800000,4.23200000,-4.23200000,14.3150000,0.0570000,-0.0570000,12.6830000,0.0230000,-0.0230000,12.1520000,0.0220000,-0.0220000,14.1282000,0.0008470,-0.0008470
EPIC 220674823 b,EPIC 220674823,1,0.57131270000,0.00000550000,-0.00000550000,0,0.0131400000,0.0003200000,-0.0003400000,0,1.67600000,0.03700000,-0.03700000,0,7.80000000,0.71000000,-0.70000000,0,0.000000,,,0,4656.0000,300.0000,-274.0000,0,2299.00,36.00,-35.00,0,,5578.00,46.00,-46.00,0,0.990000,0.012000,-0.012000,0,0.913000,0.024000,-0.024000,0,-0.0050,0.0590,-0.0590,0,4.408000,0.017000,-0.017000,0,244.59000000,3.04400000,-2.97200000,12.1010000,0.0310000,-0.0310000,10.7700000,0.0230000,-0.0230000,10.3440000,0.0210000,-0.0210000,11.9535000,0.0002200,-0.0002200
Wolf 327 b,Wolf 327,1,0.57347450000,0.00000030000,-0.00000030000,0,0.0100000000,0.0004000000,-0.0004000000,0,1.24000000,0.06000000,-0.06000000,0,2.53000000,0.46000000,-0.46000000,0,0.000000,,,0,233.9000,18.3000,-18.3000,0,996.00,22.00,-22.00,0,M2.5 V,3542.00,70.00,-70.00,0,0.406000,0.015000,-0.015000,0,0.405000,0.019000,-0.019000,0,-0.1700,0.0400,-0.0400,0,4.870000,0.050000,-0.050000,0,28.53210000,0.05120000,-0.05120000,13.0180000,0.0620000,-0.0620000,9.3080000,0.0220000,-0.0220000,8.4350000,0.0170000,-0.0170000,11.9522000,0.0006460,-0.0006460
Kepler-1228 b,Kepler-1228,1,0.57736957900,0.00000040900,-0.00000040900,0,,,,,1.54000000,0.11000000,-0.14000000,0,,,,,,,,,,,,,,,,,,5063.00,94.76,-81.19,0,0.740000,0.049000,-0.067000,0,0.780000,0.052000,-0.063000,0,-0.1800,0.1790,-0.2480,0,4.590000,0.043000,-0.049000,0,515.45300000,5.42400000,-5.42400000,15.0610000,0.1030000,-0.1030000,13.3830000,0.0230000,-0.0230000,12.7990000,0.0250000,-0.0250000,14.8612000,0.0003050,-0.0003050
EPIC 212624936 b,EPIC 212624936,1,0.57865700000,0.00001600000,-0.00001600000,0,,,,,1.20000000,0.30000000,-0.30000000,0,,,,,,,,,,,,,,,,,,5765.00,170.00,-170.00,0,0.930000,0.200000,-0.200000,0,,,,,-0.3900,0.2500,-0.2500,0,4.400000,0.070000,-0.070000,0,561.92900000,8.91300000,-8.64400000,13.9760000,0.1370000,-0.1370000,12.6720000,0.0220000,-0.0220000,12.2920000,0.0270000,-0.0270000,13.8326000,0.0003120,-0.0003120
K2-229 b,K2-229,1,0.58421600000,0.00002200000,-0.00002200000,0,,,,,1.00000000,0.02000000,-0.02000000,0,,,,,,,,,,,,,,,,,,5315.00,35.00,-35.00,0,0.790000,0.010000,-0.010000,0,,,,,-0.0900,0.0200,-0.0200,0,4.600000,0.010000,-0.010000,0,102.56400000,1.09300000,-1.07000000,10.9850000,0.0170000,-0.0170000,9.5180000,0.0220000,-0.0220000,9.0500000,0.0230000,-0.0230000,10.7861000,0.0015410,-0.0015410
Kepler-1203 b,Kepler-1203,1,0.58800076500,0.00000058200,-0.00000058200,0,,,,,1.06000000,0.06000000,-0.04000000,0,,,,,,,,,,,,,,,,,,4105.00,43.70,-35.84,0,0.610000,0.015000,-0.017000,0,0.640000,0.018000,-0.023000,0,0.0100,0.0920,-0.0880,0,4.670000,0.013000,-0.014000,0,317.02200000,2.94000000,-2.88600000,15.3850000,0.0920000,-0.0920000,12.8610000,0.0210000,-0.0210000,12.0590000,0.0220000,-0.0220000,14.9147000,0.0004070,-0.0004070
TOI-1075 b,TOI-1075,1,0.60473280000,0.00000320000,-0.00000320000,0,0.0115900000,0.0002300000,-0.0002000000,0,1.79100000,0.11600000,-0.08100000,0,9.95000000,1.36000000,-1.30000000,0,0.000000,,,0,509.2000,18.7000,-20.4000,0,1323.00,44.00,-44.00,0,K9 V/M0 V,3875.00,75.00,-75.00,0,0.581000,0.024000,-0.024000,0,0.604000,0.030000,-0.030000,0,-0.0800,0.0900,-0.0900,0,,,,,61.45920000,0.09435000,-0.09435000,12.6150000,0.0690000,-0.0690000,9.9350000,0.0230000,-0.0230000,9.1150000,0.0230000,-0.0230000,12.0544000,0.0002320,-0.0002320
Kepler-1814 c,Kepler-1814,1,0.62628176600,0.00000104100,-0.00000104100,0,0.0133000000,,,0,1.76000000,0.13000000,-0.18000000,0,,,,,0.000000,,,0,2011.2700,650.7000,-604.9400,0,1711.00,,,0,,4922.00,169.00,-169.00,0,0.823000,0.062000,-0.085000,0,0.790000,0.073000,-0.054000,0,0.2000,0.2000,-0.3000,0,4.505000,0.084000,-0.056000,0,726.34600000,15.26700000,-14.66100000,15.8140000,0.3320000,-0.3320000,14.0110000,0.0330000,-0.0330000,13.3930000,0.0430000,-0.0430000,15.6070000,0.0005360,-0.0005360
Kepler-808 b,Kepler-808,1,0.63133235300,0.00000034700,-0.00000034700,0,,,,,1.46000000,0.06000000,-0.08000000,0,,,,,,,,,,,,,,,,,,4653.00,51.38,-57.30,0,0.710000,0.019000,-0.036000,0,0.760000,0.027000,-0.050000,0,0.0500,0.1540,-0.2070,0,4.620000,0.018000,-0.014000,0,,,,14.5190000,0.1030000,-0.1030000,12.5550000,0.0220000,-0.0220000,11.8790000,0.0220000,-0.0220000,14.3539000,0.0025140,-0.0025140
Kepler-1356 b,Kepler-1356,1,0.63400293700,0.00000120100,-0.00000120100,0,,,,,1.53000000,0.11000000,-0.10000000,0,,,,,,,,,,,,,,,,,,5106.00,65.11,-84.13,0,0.780000,0.041000,-0.038000,0,0.820000,0.038000,-0.042000,0,-0.0200,0.1420,-0.1580,0,4.580000,0.027000,-0.054000,0,845.22800000,23.53500000,-22.31500000,15.8870000,0.0920000,-0.0920000,14.2680000,0.0290000,-0.0290000,13.7340000,0.0430000,-0.0430000,15.7195000,0.0006210,-0.0006210
Kepler-1415 b,Kepler-1415,1,0.63642408000,0.00000159800,-0.00000159800,0,,,,,1.29000000,0.12000000,-0.08000000,0,,,,,,,,,,,,,,,,,,5267.00,55.51,-59.06,0,0.840000,0.059000,-0.038000,0,0.890000,0.036000,-0.038000,0,0.1200,0.1450,-0.1480,0,4.540000,0.032000,-0.072000,0,1043.56000000,40.60000000,-37.71000000,15.9370000,0.1490000,-0.1490000,14.3900000,0.0280000,-0.0280000,13.9510000,0.0650000,-0.0650000,15.7209000,0.0005210,-0.0005210
Kepler-607 b,Kepler-607,1,0.63816320400,0.00000167800,-0.00000167800,0,,,,,0.87000000,0.06000000,-0.07000000,0,,,,,,,,,,,,,,,,,,5196.00,94.48,-118.36,0,0.800000,0.048000,-0.044000,0,0.840000,0.041000,-0.045000,0,-0.0200,0.1460,-0.1580,0,4.560000,0.032000,-0.058000,0,519.12200000,5.40700000,-5.40700000,14.6720000,0.2060000,-0.2060000,12.9650000,0.0250000,-0.0250000,12.4260000,0.0190000,-0.0190000,14.3746000,0.0002470,-0.0002470
Kepler-158 d,Kepler-158,1,0.64508800000,0.00000200000,-0.00000200000,0,,,,,0.43000000,0.05000000,-0.05000000,0,,,,,,,,,,,,,,,,,K,4895.97,,,0,0.668000,0.054000,-0.059000,0,0.656000,0.073000,-0.049000,0,,,,,,,,,315.17700000,2.11100000,-2.08300000,14.7430000,0.1260000,-0.1260000,12.7220000,0.0230000,-0.0230000,12.0570000,0.0210000,-0.0210000,14.4165000,0.0003600,-0.0003600
Kepler-879 c,Kepler-879,1,0.64671600000,0.00000300000,-0.00000300000,0,,,,,0.40000000,0.10000000,-0.10000000,0,,,,,,,,,,,,,,,,,G,5456.75,,,0,1.022000,0.288000,-0.155000,0,0.974000,0.127000,-0.104000,0,,,,,,,,,802.67200000,10.94200000,-10.65600000,14.4290000,0.0690000,-0.0690000,13.0740000,0.0240000,-0.0240000,12.6810000,0.0240000,-0.0240000,14.2377000,0.0002360,-0.0002360
Kepler-1520 b,Kepler-1520,1,0.65355357200,0.00000016100,-0.00000016100,0,,,,,5.77000000,0.22000000,-0.30000000,0,,,,,,,,,,,,,,,,,,4677.00,82.29,-71.28,0,0.710000,0.026000,-0.027000,0,0.760000,0.029000,-0.035000,0,0.0400,0.1440,-0.1520,0,4.610000,0.018000,-0.031000,0,607.91700000,11.45600000,-11.04700000,16.0020000,0.4690000,-0.4690000,14.0210000,0.0350000,-0.0350000,13.3190000,0.0350000,-0.0350000,15.6932000,0.0006980,-0.0006980
K2-266 b,K2-266,1,0.65852400000,0.00001700000,-0.00001700000,0,0.0130600000,0.0002000000,-0.0002100000,0,3.30000000,1.80000000,-1.30000000,0,11.26782377,11.37119830,-11.37119830,0,,,,,879.5000,43.4000,-40.4000,0,1515.00,18.00,-18.00,0,,4285.00,49.00,-57.00,0,0.703000,0.024000,-0.022000,0,0.686000,0.033000,-0.033000,0,-0.1200,0.4000,-0.4200,0,4.581000,0.032000,-0.037000,0,77.55860000,0.35810000,-0.35490000,11.6250000,0.0460000,-0.0460000,9.6110000,0.0270000,-0.0270000,8.8970000,0.0230000,-0.0230000,11.3527000,0.0008590,-0.0008590
Kepler-1259 b,Kepler-1259,1,0.66308525800,0.00000087400,-0.00000087400,0,,,,,1.43000000,0.07000000,-0.10000000,0,,,,,,,,,,,,,,,,,,5053.00,113.64,-67.62,0,0.770000,0.035000,-0.042000,0,0.800000,0.041000,-0.047000,0,-0.0700,0.1440,-0.1690,0,4.580000,0.029000,-0.047000,0,805.56200000,16.68800000,-16.03600000,15.5560000,0.0570000,-0.0570000,13.8720000,0.0270000,-0.0270000,13.2800000,0.0330000,-0.0330000,15.3330000,0.0009790,-0.0009790
Kepler-1284 b,Kepler-1284,1,0.66407380600,0.00000148000,-0.00000148000,0,,,,,1.21000000,0.10000000,-0.07000000,0,,,,,,,,,,,,,,,,,,5123.00,62.80,-83.53,0,0.790000,0.046000,-0.040000,0,0.840000,0.040000,-0.044000,0,0.0300,0.1700,-0.1750,0,4.570000,0.028000,-0.054000,0,882.32400000,24.14300000,-22.91100000,15.9120000,0.1260000,-0.1260000,14.1620000,0.0250000,-0.0250000,13.5720000,0.0330000,-0.0330000,15.6622000,0.0005080,-0.0005080
Kepler-1340 b,Kepler-1340,1,0.66502691600,0.00000159700,-0.00000159700,0,,,,,1.55000000,0.70000000,-0.27000000,0,,,,,,,,,,,,,,,,,,6331.00,166.81,-219.14,0,1.420000,0.642000,-0.247000,0,1.270000,0.201000,-0.137000,0,0.0700,0.1460,-0.1390,0,4.240000,0.126000,-0.259000,0,981.77900000,24.37100000,-23.23600000,15.0030000,0.1370000,-0.1370000,13.5630000,0.0230000,-0.0230000,13.2400000,0.0280000,-0.0280000,14.7546000,0.0003460,-0.0003460
TOI-1685 b,TOI-1685,1,0.66913924000,0.00000042000,-0.00000042000,0,0.0113800000,0.0003500000,-0.0003400000,0,1.46800000,0.05000000,-0.05100000,0,3.03000000,0.33000000,-0.32000000,0,0.000000,,,0,236.0000,15.0000,-15.0000,0,1062.00,27.00,-27.00,0,M2.65 V,3575.00,53.00,-53.00,0,0.455500,0.012800,-0.012800,0,0.454000,0.018000,-0.018000,0,0.3000,0.1000,-0.1000,0,,,,,37.61530000,0.07280000,-0.07250000,13.3780000,0.0280000,-0.0280000,9.6160000,0.0220000,-0.0220000,8.7580000,0.0200000,-0.0200000,12.2956000,0.0003080,-0.0003080
Kepler-407 b,Kepler-407,1,0.66931000000,,,0,,,,,1.07000000,0.02000000,-0.02000000,0,3.20000000,,,1,,,,,,,,,,,,,,5476.00,75.00,-75.00,0,1.010000,0.070000,-0.070000,0,1.000000,0.060000,-0.060000,0,0.3300,0.0700,-0.0700,0,4.426000,0.060000,-0.060000,0,338.36800000,2.53100000,-2.49500000,12.6030000,0.1030000,-0.1030000,11.3320000,0.0240000,-0.0240000,10.9110000,0.0230000,-0.0230000,12.5074000,0.0001660,-0.0001660
K2-211 b,K2-211,1,0.66956100000,0.00003100000,-0.00003200000,0,0.0141900000,0.0002100000,-0.0002000000,0,1.33162691,0.08743005,-0.07173748,0,,,,,0.190000,0.300000,-0.140000,0,,,,,1873.00,22.00,-21.00,0,,5117.00,85.00,-86.00,0,0.818000,0.029000,-0.027000,0,0.851000,0.039000,-0.035000,0,0.1340,0.0770,-0.0780,0,4.543000,0.033000,-0.034000,0,272.29700000,4.17900000,-4.05700000,13.1547000,0.0459000,-0.0459000,11.6240000,0.0240000,-0.0240000,11.1040000,0.0240000,-0.0240000,12.9329000,0.0004910,-0.0004910
TOI-2109 b,TOI-2109,1,0.67247414000,0.00000002800,-0.00000028000,0,0.0179100000,0.0006500000,-0.0006500000,0,15.09849700,0.52682209,-0.52682209,0,1595.49860314,238.37130525,-238.37130525,0,,,,,,,,,3646.00,88.00,-88.00,0,F,6540.00,160.00,-160.00,0,1.698000,0.062000,-0.057000,0,1.453000,0.074000,-0.074000,0,0.0680,0.0700,-0.0620,0,4.139000,0.041000,-0.046000,0,262.04100000,2.75300000,-2.69800000,10.2170000,0.0040000,-0.0040000,9.3820000,0.0240000,-0.0240000,9.0700000,0.0210000,-0.0210000,10.1138000,0.0003420,-0.0003420
K2-396 b,K2-396,1,0.67386200000,0.00001600000,-0.00001900000,0,,,,,1.57900000,0.11400000,-0.10300000,0,,,,,,,,,,,,,,,,,,5236.00,138.00,-138.00,0,0.920000,0.062000,-0.057000,0,0.954000,0.429000,-0.293000,0,0.2370,0.2350,-0.2350,0,4.488000,0.150000,-0.150000,0,274.86400000,2.88400000,-2.82500000,13.3200000,0.0690000,-0.0690000,11.3560000,0.0220000,-0.0220000,10.8110000,0.0200000,-0.0200000,12.9345000,0.0003390,-0.0003390
Kepler-1368 b,Kepler-1368,1,0.67564948600,0.00000255000,-0.00000255000,0,,,,,1.65000000,0.35000000,-0.17000000,0,,,,,,,,,,,,,,,,,,5906.00,120.57,-160.03,0,1.080000,0.224000,-0.108000,0,1.070000,0.083000,-0.064000,0,0.1000,0.1480,-0.1390,0,4.400000,0.071000,-0.146000,0,1635.82000000,139.99000000,-119.86000000,15.9140000,1.1330000,-1.1330000,14.7010000,0.0390000,-0.0390000,14.3880000,0.0840000,-0.0840000,15.8729000,0.0006150,-0.0006150
Kepler-780 b,Kepler-780,1,0.67737516400,0.00000124600,-0.00000124600,0,,,,,0.89000000,0.09000000,-0.06000000,0,,,,,,,,,,,,,,,,,,5769.00,62.55,-57.06,0,1.020000,0.099000,-0.062000,0,1.010000,0.032000,-0.033000,0,0.0500,0.0890,-0.0920,0,4.420000,0.060000,-0.080000,0,557.65200000,,,13.4640000,0.0920000,-0.0920000,12.2140000,0.0210000,-0.0210000,11.8240000,0.0130000,-0.0130000,13.3393000,0.0011620,-0.0011620
Kepler-1310 b,Kepler-1310,1,0.67933627200,0.00000071700,-0.00000071700,0,,,,,1.44000000,0.16000000,-0.12000000,0,,,,,,,,,,,,,,,,,,5549.00,136.60,-124.53,0,0.880000,0.095000,-0.068000,0,0.910000,0.054000,-0.058000,0,-0.0700,0.1510,-0.1830,0,4.510000,0.048000,-0.097000,0,569.18500000,6.75700000,-6.60300000,14.3460000,0.1140000,-0.1140000,12.9120000,0.0220000,-0.0220000,12.4360000,0.0210000,-0.0210000,14.1223000,0.0002580,-0.0002580
Kepler-1489 c,Kepler-1489,1,0.68074100000,0.00000400000,-0.00000400000,0,,,,,0.51000000,0.08000000,-0.08000000,0,,,,,,,,,,,,,,,,,G,5565.53,,,0,0.957000,0.132000,-0.066000,0,0.977000,0.050000,-0.062000,0,,,,,,,,,1283.05000000,36.07000000,-34.18000000,14.9830000,0.0570000,-0.0570000,13.6770000,0.0260000,-0.0260000,13.2470000,0.0290000,-0.0290000,14.8084000,0.0003360,-0.0003360
Kepler-1604 b,Kepler-1604,1,0.68368425600,0.00000062800,-0.00000062800,0,,,,,1.41000000,0.19000000,-0.11000000,0,,,,,,,,,,,,,,,,,,4976.00,49.62,-51.36,0,0.760000,0.032000,-0.032000,0,0.810000,0.033000,-0.038000,0,0.0200,0.1510,-0.1640,0,4.590000,0.020000,-0.045000,0,541.18900000,6.32900000,-6.18800000,15.2240000,0.0920000,-0.0920000,13.3890000,0.0220000,-0.0220000,12.8210000,0.0260000,-0.0260000,14.8989000,0.0003270,-0.0003270
K2-85 b,K2-85,1,0.68455900000,0.00001000000,-0.00001000000,0,,,,,1.20000000,0.08000000,-0.07000000,0,,,,,,,,,,,,,,,,,,4427.00,48.00,-48.00,0,0.680000,0.030000,-0.030000,0,,,,,-0.3600,0.0500,-0.0500,0,4.300000,0.100000,-0.100000,0,97.21790000,0.38240000,-0.37940000,12.4160000,0.0690000,-0.0690000,10.2290000,0.0240000,-0.0240000,9.4660000,0.0180000,-0.0180000,12.0600000,0.0002920,-0.0002920
